plant_id,plant_lat,plant_lon,TZ,UTCOffset
1913,44.781,-93.042,America/Chicago,-6
1915,45.03,-92.7786,America/Chicago,-6
1927,45.0203,-93.2753,America/Chicago,-6
1943,46.29,-96.0428,America/Chicago,-6
1961,43.7014,-92.9626,America/Chicago,-6
2001,44.3159,-94.4578,America/Chicago,-6
2008,44.0281,-92.4597,America/Chicago,-6
2038,45.601,-93.2081,America/Chicago,-6
2039,45.2958,-93.5542,America/Chicago,-6
2042,45.229,-94.0097,America/Chicago,-6
2047,30.34,-88.492,America/Chicago,-6
2048,32.2925,-88.7461,America/Chicago,-6
2049,30.4408,-89.0265,America/Chicago,-6
2050,32.2831,-90.9306,America/Chicago,-6
2051,33.7947,-90.7139,America/Chicago,-6
2052,31.5987,-91.3464,America/Chicago,-6
2053,32.3564,-90.2125,America/Chicago,-6
2070,31.5289,-89.2992,America/Chicago,-6
2076,37.3596,-94.5913,America/Chicago,-6
2079,39.1306,-94.4778,America/Chicago,-6
2080,38.3108,-93.9331,America/Chicago,-6
2081,39.1231,-94.5605,America/Chicago,-6
2082,38.5935,-92.2203,America/Chicago,-6
2092,38.7865,-94.2768,America/Chicago,-6
2094,39.1778,-94.1861,America/Chicago,-6
2096,37.2572,-89.5643,America/Chicago,-6
2098,39.7246,-94.8773,America/Chicago,-6
2102,38.6818,-90.5403,America/Chicago,-6
2103,38.5583,-90.8361,America/Chicago,-6
2104,38.4017,-90.3358,America/Chicago,-6
2107,38.9158,-90.2917,America/Chicago,-6
2122,39.784,-93.562,America/Chicago,-6
2123,38.9658,-92.3175,America/Chicago,-6
2131,39.0721,-93.721,America/Chicago,-6
2132,39.0919,-94.3261,America/Chicago,-6
2161,37.1086,-93.2592,America/Chicago,-6
2167,36.5147,-89.5617,America/Chicago,-6
2168,39.5531,-92.6392,America/Chicago,-6
2169,38.6853,-91.7556,America/Chicago,-6
2176,47.0539,-104.74,America/Denver,-7
2187,45.7747,-108.4803,America/Denver,-7
2226,40.6941,-99.7005,America/Chicago,-6
2240,41.4275,-96.4619,America/Chicago,-6
2241,40.9228,-98.3269,America/Chicago,-6
2250,40.8078,-96.7107,America/Chicago,-6
2265,40.5587,-96.7862,America/Chicago,-6
2266,40.1879,-97.5779,America/Chicago,-6
2271,40.2209,-100.6511,America/Chicago,-6
2277,40.5589,-96.7842,America/Chicago,-6
2290,41.2517,-95.9235,America/Chicago,-6
2291,41.3297,-95.9458,America/Chicago,-6
2292,41.1706,-95.9692,America/Chicago,-6
2322,36.0875,-115.0507,America/Los_Angeles,-8
2324,36.6531,-114.6364,America/Los_Angeles,-8
2326,36.1384,-115.036,America/Los_Angeles,-8
2330,39.1281,-119.1319,America/Los_Angeles,-8
2336,39.5625,-119.525,America/Los_Angeles,-8
2341,35.1458,-114.5917,America/Los_Angeles,-8
2362,44.5942,-71.4943,America/New_York,-5
2364,43.1411,-71.4692,America/New_York,-5
2367,43.0978,-70.7842,America/New_York,-5
2369,43.8478,-71.2069,America/New_York,-5
2378,39.29,-74.6339,America/New_York,-5
2379,39.4547,-75.2011,America/New_York,-5
2380,39.6893,-74.2618,America/New_York,-5
2382,39.0267,-74.8769,America/New_York,-5
2383,39.3628,-74.4428,America/New_York,-5
2384,39.6747,-75.5015,America/New_York,-5
2385,40.4906,-74.2814,America/New_York,-5
2390,40.4753,-74.3552,America/New_York,-5
2393,40.5661,-75.165,America/New_York,-5
2398,40.8375,-74.0244,America/New_York,-5
2399,40.0753,-74.8781,America/New_York,-5
2400,40.4911,-74.3958,America/New_York,-5
2401,40.7375,-74.1211,America/New_York,-5
2403,40.7478,-74.0719,America/New_York,-5
2404,40.7375,-74.1,America/New_York,-5
2406,40.6225,-74.2097,America/New_York,-5
2408,40.1797,-74.7325,America/New_York,-5
2409,39.8617,-75.1836,America/New_York,-5
2410,39.4625,-75.5333,America/New_York,-5
2411,40.5564,-74.2461,America/New_York,-5
2434,39.4889,-75.0347,America/New_York,-5
2440,34.8456,-80.8942,America/New_York,-5
2442,36.69,-108.4814,America/Denver,-7
2444,31.8047,-106.5472,America/Denver,-7
2446,32.7131,-103.31,America/Denver,-7
2450,35.1716,-106.6019,America/Denver,-7
2451,36.8006,-108.4386,America/Denver,-7
2454,32.7131,-103.3533,America/Denver,-7
2480,41.573,-73.9646,America/New_York,-5
2490,40.5915,-74.2027,America/New_York,-5
2491,40.7903,-73.9111,America/New_York,-5
2493,40.7281,-73.9742,America/New_York,-5
2494,40.6635,-74.0051,America/New_York,-5
2496,40.7052,-73.9807,America/New_York,-5
2499,40.6486,-74.0209,America/New_York,-5
2500,40.7585,-73.9451,America/New_York,-5
2503,40.7711,-73.9911,America/New_York,-5
2504,40.768,-73.9515,America/New_York,-5
2511,40.6169,-73.6486,America/New_York,-5
2512,40.9619,-72.2095,America/New_York,-5
2513,40.6111,-73.7611,America/New_York,-5
2514,40.8269,-73.6479,America/New_York,-5
2516,40.9231,-73.3417,America/New_York,-5
2517,40.9503,-73.0786,America/New_York,-5
2521,40.6953,-73.3497,America/New_York,-5
2526,42.1117,-75.9747,America/New_York,-5
2527,42.6789,-76.9483,America/New_York,-5
2535,42.6028,-76.6336,America/New_York,-5
2539,42.5905,-73.7636,America/New_York,-5
2549,42.97,-78.93,America/New_York,-5
2554,42.49,-79.35,America/New_York,-5
2594,43.46,-76.53,America/New_York,-5
2625,41.2044,-73.9689,America/New_York,-5
2628,41.1269,-74.1653,America/New_York,-5
2632,41.4278,-74.4186,America/New_York,-5
2679,40.6447,-73.5683,America/New_York,-5
2682,42.0917,-79.2417,America/New_York,-5
2706,35.4714,-82.5431,America/New_York,-5
2707,34.9815,-79.8771,America/New_York,-5
2708,35.595,-79.0492,America/New_York,-5
2709,35.3775,-78.0875,America/New_York,-5
2712,36.4833,-79.0731,America/New_York,-5
2713,34.2824,-77.9864,America/New_York,-5
2716,34.5889,-78.975,America/New_York,-5
2718,35.1897,-81.0122,America/New_York,-5
2720,35.7133,-80.3767,America/New_York,-5
2721,35.22,-81.7594,America/New_York,-5
2723,36.4862,-79.7208,America/New_York,-5
2727,35.5975,-80.9658,America/New_York,-5
2732,35.36,-80.9742,America/New_York,-5
2790,46.8669,-100.8839,America/North_Dakota/New_Salem,-6
2817,47.2819,-101.3194,America/North_Dakota/Beulah,-6
2823,47.0664,-101.2139,America/North_Dakota/Center,-6
2824,47.2872,-101.3314,America/North_Dakota/Beulah,-6
2828,40.2522,-80.6486,America/New_York,-5
2830,38.9917,-84.2981,America/New_York,-5
2831,39.465,-84.3775,America/New_York,-5
2832,39.1131,-84.8031,America/New_York,-5
2835,41.9086,-80.7697,America/New_York,-5
2836,41.5042,-82.05,America/New_York,-5
2837,41.6713,-81.4432,America/New_York,-5
2838,41.5356,-81.6419,America/New_York,-5
2840,40.1842,-81.8811,America/New_York,-5
2843,39.7933,-83.0097,America/New_York,-5
2847,39.7281,-84.2103,America/New_York,-5
2848,39.6094,-84.2931,America/New_York,-5
2850,38.6361,-83.6939,America/New_York,-5
2857,41.47,-82.1853,America/New_York,-5
2860,39.9239,-83.8508,America/New_York,-5
2861,41.1667,-80.75,America/New_York,-5
2864,39.9094,-80.7608,America/New_York,-5
2866,40.5308,-80.6311,America/New_York,-5
2869,41.4297,-82.2633,America/New_York,-5
2872,39.5908,-81.6797,America/New_York,-5
2876,38.9161,-82.1281,America/New_York,-5
2878,41.6925,-83.4375,America/New_York,-5
2880,41.3033,-84.3386,America/New_York,-5
2917,39.4099,-84.5544,America/New_York,-5
2951,35.5089,-97.1789,America/Chicago,-6
2952,35.7617,-95.2847,America/Chicago,-6
2953,35.4711,-97.6733,America/Chicago,-6
2956,34.9678,-96.7242,America/Chicago,-6
2963,36.4317,-95.7008,America/Chicago,-6
2964,35.1009,-98.3524,America/Chicago,-6
2965,36.1125,-95.9917,America/Chicago,-6
2966,35.3233,-96.1352,America/Chicago,-6
3006,35.0847,-98.23,America/Chicago,-6
3008,36.4375,-99.2208,America/Chicago,-6
3096,40.4638,-80.044,America/New_York,-5
3098,40.2525,-79.9183,America/New_York,-5
3111,40.1219,-77.1761,America/New_York,-5
3113,40.91,-75.0789,America/New_York,-5
3115,40.3061,-75.9081,America/New_York,-5
3116,39.7636,-76.6345,America/New_York,-5
3118,40.3842,-79.0611,America/New_York,-5
3122,40.511,-79.1968,America/New_York,-5
3130,40.4081,-79.0339,America/New_York,-5
3131,41.067,-78.3656,America/New_York,-5
3132,41.8358,-79.19,America/New_York,-5
3136,40.6604,-79.3411,America/New_York,-5
3138,40.9378,-80.3681,America/New_York,-5
3140,40.097,-76.6962,America/New_York,-5
3148,40.796,-75.107,America/New_York,-5
3149,41.0714,-76.6672,America/New_York,-5
3152,40.8361,-76.825,America/New_York,-5
3159,40.1514,-75.5306,America/New_York,-5
3160,39.9678,-75.1244,America/New_York,-5
3161,39.858,-75.323,America/New_York,-5
3162,40.1778,-74.7894,America/New_York,-5
3163,40.2352,-75.6193,America/New_York,-5
3168,39.9853,-75.0733,America/New_York,-5
3169,39.9425,-75.1883,America/New_York,-5
3176,41.2033,-76.0683,America/New_York,-5
3178,40.9289,-79.4658,America/New_York,-5
3179,39.8562,-79.9274,America/New_York,-5
3181,40.2207,-79.9682,America/New_York,-5
3236,41.8167,-71.4042,America/New_York,-5
3250,34.4185,-80.1657,America/New_York,-5
3251,34.4017,-80.1589,America/New_York,-5
3254,34.1772,-81.9222,America/New_York,-5
3264,34.6022,-82.435,America/New_York,-5
3280,33.0647,-80.6228,America/New_York,-5
3285,32.8265,-79.9634,America/New_York,-5
3287,34.0533,-81.2178,America/New_York,-5
3295,33.435,-81.9111,America/New_York,-5
3297,33.8264,-80.6218,America/New_York,-5
3298,33.0163,-79.9285,America/New_York,-5
3317,33.8253,-79.0528,America/New_York,-5
3318,32.2089,-80.6994,America/New_York,-5
3319,33.2422,-79.9875,America/New_York,-5
3320,33.7089,-78.9233,America/New_York,-5
3338,45.4287,-98.4932,America/Chicago,-6
3344,44.3696,-98.17,America/Chicago,-6
3393,35.0742,-90.1439,America/Chicago,-6
3396,36.0211,-84.1567,America/New_York,-5
3399,36.3903,-87.6539,America/Chicago,-6
3403,36.3156,-86.4006,America/Chicago,-6
3405,36.3767,-82.9639,America/New_York,-5
3406,36.0278,-87.9861,America/Chicago,-6
3407,35.8992,-84.5194,America/New_York,-5
3439,27.5667,-99.5083,America/Chicago,-6
3441,27.8182,-97.4189,America/Chicago,-6
3443,28.7883,-97.01,America/Chicago,-6
3452,32.8364,-96.5464,America/Chicago,-6
3453,32.7253,-96.9361,America/Chicago,-6
3456,31.9858,-106.4322,America/Denver,-7
3457,30.4364,-95.5215,America/Chicago,-6
3459,30.0242,-93.875,America/Chicago,-6
3460,29.7483,-94.9272,America/Chicago,-6
3464,29.8208,-95.2194,America/Chicago,-6
3466,29.4853,-94.9814,America/Chicago,-6
3468,29.7268,-95.06,America/Chicago,-6
3469,29.9414,-95.5333,America/Chicago,-6
3470,29.4783,-95.6358,America/Chicago,-6
3476,32.3766,-94.6415,America/Chicago,-6
3477,32.9217,-94.7158,America/Chicago,-6
3478,32.8486,-94.5469,America/Chicago,-6
3482,33.5239,-101.7392,America/Chicago,-6
3483,35.9667,-101.865,America/Chicago,-6
3484,35.2825,-101.7458,America/Chicago,-6
3485,34.1661,-102.4114,America/Chicago,-6
3489,32.9056,-97.4792,America/Chicago,-6
3490,33.135,-98.6117,America/Chicago,-6
3491,32.7278,-97.2186,America/Chicago,-6
3492,32.3358,-100.9158,America/Chicago,-6
3494,31.5839,-102.9636,America/Chicago,-6
3497,31.8206,-96.0561,America/Chicago,-6
3500,33.1992,-96.8133,America/Chicago,-6
3502,31.4647,-96.985,America/Chicago,-6
3504,31.9381,-94.9883,America/Chicago,-6
3506,31.5733,-96.9642,America/Chicago,-6
3507,32.1264,-96.1014,America/Chicago,-6
3508,33.6281,-96.3678,America/Chicago,-6
3548,30.3036,-97.6128,America/Chicago,-6
3559,25.9131,-97.5214,America/Chicago,-6
3561,30.6469,-96.3725,America/Chicago,-6
3574,32.9125,-96.6231,America/Chicago,-6
3576,33.0667,-96.4519,America/Chicago,-6
3601,30.1456,-97.2708,America/Chicago,-6
3602,33.5211,-101.7906,America/Chicago,-6
3604,33.6039,-101.8408,America/Chicago,-6
3609,29.3511,-98.5753,America/Chicago,-6
3611,29.3078,-98.3244,America/Chicago,-6
3612,29.2575,-98.3828,America/Chicago,-6
3613,29.53,-98.4183,America/Chicago,-6
3627,32.7783,-97.6956,America/Chicago,-6
3628,32.6581,-98.3103,America/Chicago,-6
3631,28.8947,-97.1347,America/Chicago,-6
3644,39.7272,-110.8644,America/Denver,-7
3648,40.7686,-111.9289,America/Denver,-7
3734,44.2498,-72.6035,America/New_York,-5
3754,44.4817,-73.2241,America/New_York,-5
3775,36.9333,-82.1997,America/New_York,-5
3776,37.3704,-80.8639,America/New_York,-5
3785,37.7061,-75.7031,America/New_York,-5
3788,38.8203,-77.0411,America/New_York,-5
3796,37.7089,-78.2878,America/New_York,-5
3797,37.3822,-77.3833,America/New_York,-5
3803,36.7711,-76.3019,America/New_York,-5
3804,38.5367,-77.2806,America/New_York,-5
3809,37.2144,-76.4611,America/New_York,-5
3845,46.7559,-122.8578,America/Los_Angeles,-8
3935,38.4731,-81.8233,America/New_York,-5
3936,38.2056,-81.4211,America/New_York,-5
3938,38.9669,-81.9231,America/New_York,-5
3942,39.4883,-79.6367,America/New_York,-5
3943,39.7107,-79.9275,America/New_York,-5
3944,39.3844,-80.3325,America/New_York,-5
3945,39.5314,-80.113,America/New_York,-5
3946,39.3672,-81.3006,America/New_York,-5
3947,39.8464,-80.8189,America/New_York,-5
3948,39.8297,-80.8153,America/New_York,-5
3954,39.2014,-79.2667,America/New_York,-5
3982,46.5869,-90.9017,America/Chicago,-6
3991,43.0149,-89.4603,America/Chicago,-6
3992,43.0792,-89.3739,America/Chicago,-6
4005,43.8298,-91.26,America/Chicago,-6
4014,44.8864,-91.5158,America/Chicago,-6
4040,43.3842,-87.8689,America/Chicago,-6
4041,42.8457,-87.8294,America/Chicago,-6
4042,43.0303,-87.9233,America/Chicago,-6
4048,42.5064,-89.0322,America/Chicago,-6
4050,43.715,-87.7094,America/Chicago,-6
4054,42.7225,-91.0085,America/Chicago,-6
4057,42.5831,-89.0292,America/Chicago,-6
4059,42.8347,-89.1108,America/Chicago,-6
4072,44.5397,-88.0083,America/Chicago,-6
4076,45.0869,-87.6881,America/Chicago,-6
4078,44.8606,-89.6553,America/Chicago,-6
4125,44.082,-87.6558,America/Chicago,-6
4140,44.3085,-91.9106,America/Chicago,-6
4143,43.5592,-91.2333,America/Chicago,-6
4146,42.7083,-90.9853,America/Chicago,-6
4158,42.8378,-105.7769,America/Denver,-7
4162,41.7572,-110.5986,America/Denver,-7
4195,33.1707,-96.1264,America/Chicago,-6
4259,42.0317,-84.755,America/Detroit,-5
4266,33.1978,-97.1067,America/Chicago,-6
4271,44.3026,-91.9126,America/Chicago,-6
4937,30.558,-98.3705,America/Chicago,-6
4939,27.6067,-97.3119,America/Chicago,-6
4940,35.9978,-95.9567,America/Chicago,-6
4941,36.9047,-111.3886,America/Denver,-7
5083,39.3757,-74.9654,America/New_York,-5
6002,33.6319,-87.0597,America/Chicago,-6
6004,39.3668,-81.2944,America/New_York,-5
6009,34.4236,-92.1392,America/Chicago,-6
6013,34.1775,-118.3147,America/Los_Angeles,-8
6016,40.4663,-89.9841,America/Chicago,-6
6017,38.9361,-88.2778,America/Chicago,-6
6018,38.9031,-84.8511,America/New_York,-5
6019,38.8689,-84.2286,America/New_York,-5
6021,40.4627,-107.5912,America/Denver,-7
6030,47.3761,-101.1567,America/Chicago,-6
6031,38.6903,-83.4803,America/New_York,-5
6034,42.7748,-82.4945,America/Detroit,-5
6035,43.1056,-82.6964,America/Detroit,-5
6041,38.7,-83.8175,America/New_York,-5
6042,27.6058,-82.3456,America/New_York,-5
6043,27.0536,-80.5628,America/New_York,-5
6046,28.9047,-81.3319,America/New_York,-5
6052,33.4124,-85.0345,America/New_York,-5
6055,30.7261,-91.3669,America/Chicago,-6
6058,44.0322,-92.4908,America/Chicago,-6
6061,31.2194,-89.3933,America/Chicago,-6
6063,42.4407,-92.4205,America/Chicago,-6
6064,39.1714,-94.6958,America/Chicago,-6
6065,39.4472,-94.98,America/Chicago,-6
6068,39.2825,-96.1153,America/Chicago,-6
6071,38.5847,-85.4117,America/New_York,-5
6073,30.5335,-88.5574,America/Chicago,-6
6074,38.8615,-94.2982,America/Chicago,-6
6076,45.8831,-106.614,America/Denver,-7
6077,41.0808,-101.1408,America/Chicago,-6
6081,42.1977,-72.5103,America/New_York,-5
6082,43.3561,-78.6039,America/New_York,-5
6085,41.2175,-87.0239,America/Chicago,-6
6089,47.6788,-104.1569,America/Denver,-7
6090,45.3792,-93.8958,America/Chicago,-6
6094,40.6344,-80.42,America/New_York,-5
6095,36.4537,-97.0527,America/Chicago,-6
6096,40.6215,-95.7765,America/Chicago,-6
6098,45.3047,-96.5103,America/Chicago,-6
6101,44.2886,-105.3847,America/Denver,-7
6106,45.6933,-119.8056,America/Los_Angeles,-8
6112,40.2461,-104.8742,America/Denver,-7
6113,38.3722,-87.7661,America/Chicago,-6
6124,32.3558,-81.1683,America/New_York,-5
6136,30.6167,-96.0778,America/Chicago,-6
6137,37.9053,-87.715,America/Chicago,-6
6138,36.2561,-94.5241,America/Chicago,-6
6139,33.0583,-94.844,America/Chicago,-6
6146,32.2597,-94.5703,America/Chicago,-6
6147,33.0917,-95.0417,America/Chicago,-6
6155,38.1306,-90.2625,America/Chicago,-6
6156,41.2836,-72.9042,America/New_York,-5
6165,39.1747,-111.0289,America/Denver,-7
6166,37.9256,-87.0372,America/Chicago,-6
6170,42.5381,-87.9033,America/Chicago,-6
6177,34.5778,-109.2717,America/Phoenix,-7
6178,28.7128,-97.2142,America/Chicago,-6
6179,29.9172,-96.7506,America/Chicago,-6
6180,31.185,-96.4853,America/Chicago,-6
6181,29.3072,-98.3228,America/Chicago,-6
6183,28.7044,-98.4781,America/Chicago,-6
6190,31.395,-92.7167,America/Chicago,-6
6193,35.2972,-101.7475,America/Chicago,-6
6194,34.1847,-102.5686,America/Chicago,-6
6195,37.1519,-93.3892,America/Chicago,-6
6204,42.1103,-104.8828,America/Denver,-7
6213,39.0694,-87.5108,America/Indiana/Indianapolis,-5
6223,37.1385,-94.1041,America/Chicago,-6
6243,30.7217,-96.4599,America/Chicago,-6
6246,29.6283,-81.5856,America/New_York,-5
6248,40.2217,-103.6803,America/Denver,-7
6249,33.3303,-79.3611,America/New_York,-5
6250,36.5278,-78.8917,America/New_York,-5
6253,43.1952,-88.1496,America/Chicago,-6
6254,41.0961,-92.5556,America/Chicago,-6
6257,33.0583,-83.8072,America/New_York,-5
6258,33.138,-81.748,America/New_York,-5
6264,38.9794,-81.9344,America/New_York,-5
6288,63.8542,-148.95,America/Anchorage,-9
6358,44.8889,-94.35,America/Chicago,-6
6373,40.7316,-96.7364,America/Chicago,-6
6463,42.0269,-93.5828,America/Chicago,-6
6469,47.3714,-101.8344,America/North_Dakota/Beulah,-6
6481,39.5035,-112.5811,America/Denver,-7
6558,31.321,-92.4626,America/Chicago,-6
6584,24.5636,-81.7342,America/New_York,-5
6635,41.4485,-72.834,America/New_York,-5
6639,37.6467,-87.5006,America/Chicago,-6
6641,35.6733,-91.4083,America/Chicago,-6
6648,30.5642,-97.0639,America/Chicago,-6
6650,39.1481,-91.8306,America/Chicago,-6
6651,39.4244,-92.4837,America/Chicago,-6
6652,38.5553,-92.102,America/Chicago,-6
6664,41.3153,-91.0936,America/Chicago,-6
6705,37.915,-87.3328,America/Chicago,-6
6741,45.819,-92.9702,America/Chicago,-6
6761,40.8611,-105.0206,America/Denver,-7
6768,36.8791,-89.6209,America/Chicago,-6
6772,34.0158,-95.3206,America/Chicago,-6
6776,39.4903,-75.0486,America/New_York,-5
6823,37.4497,-87.0803,America/Chicago,-6
6824,44.905,-93.821,America/Chicago,-6
7013,37.2376,-96.9619,America/Chicago,-6
7030,31.0932,-96.6965,America/Chicago,-6
7032,37.1575,-76.6911,America/New_York,-5
7063,31.2546,-88.0299,America/Chicago,-6
7082,36.425,-114.9,America/Los_Angeles,-8
7097,29.3091,-98.3205,America/Chicago,-6
7137,41.7529,-92.7488,America/Chicago,-6
7138,39.8154,-74.2098,America/New_York,-5
7145,41.5572,-93.5242,America/Chicago,-6
7146,40.9569,-72.8774,America/New_York,-5
7153,39.7436,-75.5072,America/New_York,-5
7155,43.2481,-93.2046,America/Chicago,-6
7158,39.4492,-84.4611,America/New_York,-5
7159,43.1669,-88.69,America/Chicago,-6
7203,43.7353,-88.4968,America/Chicago,-6
7210,33.3642,-81.03,America/New_York,-5
7212,37.4978,-77.368,America/New_York,-5
7213,36.8692,-78.7046,America/New_York,-5
7237,43.6033,-96.6369,America/Chicago,-6
7238,28.2764,-81.533,America/New_York,-5
7242,27.7286,-81.9897,America/New_York,-5
7253,39.3672,-81.5208,America/New_York,-5
7254,28.4272,-81.5803,America/New_York,-5
7258,42.7553,-86.0853,America/Detroit,-5
7266,37.6528,-121.0172,America/Los_Angeles,-8
7270,42.6658,-88.0131,America/Chicago,-6
7277,35.4317,-81.0347,America/New_York,-5
7288,39.451,-75.0578,America/New_York,-5
7296,37.0659,-94.614,America/Chicago,-6
7302,27.7886,-81.8694,America/New_York,-5
7307,40.5083,-122.4253,America/Los_Angeles,-8
7314,40.8153,-73.0644,America/New_York,-5
7315,37.5739,-120.9854,America/Los_Angeles,-8
7318,39.15,-75.5466,America/New_York,-5
7325,29.6967,-95.0411,America/Chicago,-6
7335,39.8383,-84.9665,America/Indiana/Indianapolis,-5
7336,40.0529,-85.7389,America/Indiana/Indianapolis,-5
7343,42.3022,-96.3622,America/Chicago,-6
7345,29.6397,-82.3486,America/New_York,-5
7348,32.5806,-83.5831,America/New_York,-5
7350,45.8486,-119.6744,America/Los_Angeles,-8
7380,27.6417,-81.9625,America/New_York,-5
7425,39.8233,-89.5888,America/Chicago,-6
7449,38.088,-121.3871,America/Los_Angeles,-8
7456,47.8034,-116.869,America/Los_Angeles,-8
7504,44.2853,-105.3841,America/Denver,-7
7515,38.3864,-97.61,America/Chicago,-6
7527,38.4461,-121.4614,America/Los_Angeles,-8
7537,39.2623,-79.3306,America/New_York,-5
7551,38.5306,-121.399,America/Los_Angeles,-8
7552,38.511,-121.4735,America/Los_Angeles,-8
7604,36.5852,-90.1779,America/Chicago,-6
7605,45.65,-122.7231,America/Los_Angeles,-8
7693,33.8539,-117.8561,America/Los_Angeles,-8
7697,31.2622,-88.0052,America/Chicago,-6
7698,32.3102,-86.5242,America/Chicago,-6
7699,27.7447,-81.85,America/New_York,-5
7701,40.1405,-74.7506,America/New_York,-5
7710,32.6094,-85.0961,America/New_York,-5
7721,30.5248,-88.1289,America/Chicago,-6
7737,32.8994,-79.9694,America/New_York,-5
7749,36.8678,-89.8397,America/Chicago,-6
7754,40.2877,-94.7913,America/Chicago,-6
7757,36.2206,-95.2756,America/Chicago,-6
7759,39.9022,-86.2439,America/Indiana/Indianapolis,-5
7760,40.1063,-87.6539,America/Chicago,-6
7762,26.3389,-98.1708,America/Chicago,-6
7763,39.9528,-85.5039,America/Indiana/Indianapolis,-5
7764,33.8122,-83.6954,America/New_York,-5
7765,34.0386,-83.3972,America/New_York,-5
7768,31.3869,-84.0814,America/New_York,-5
7782,39.3528,-84.5183,America/New_York,-5
7783,41.3883,-83.6406,America/New_York,-5
7790,40.0864,-109.2844,America/Denver,-7
7805,34.8422,-79.7444,America/New_York,-5
7813,33.9486,-85.2769,America/New_York,-5
7818,39.5697,-90.4362,America/Chicago,-6
7825,33.6094,-93.7924,America/Chicago,-6
7826,35.7325,-80.6019,America/New_York,-5
7829,32.9856,-83.8464,America/New_York,-5
7834,34.3477,-82.776,America/New_York,-5
7835,39.7183,-76.1606,America/New_York,-5
7836,38.5283,-77.7681,America/New_York,-5
7837,38.1181,-78.2139,America/New_York,-5
7838,38.5447,-77.7707,America/New_York,-5
7839,38.0725,-77.5141,America/New_York,-5
7842,39.1025,-88.8589,America/Chicago,-6
7843,43.7997,-92.6819,America/Chicago,-6
7844,44.795,-93.5808,America/Chicago,-6
7845,35.6578,-89.3964,America/Chicago,-6
7846,30.3206,-81.9486,America/New_York,-5
7848,38.7538,-93.9983,America/Chicago,-6
7858,37.2175,-88.8658,America/Chicago,-6
7863,44.9019,-91.5678,America/Chicago,-6
7869,40.8275,-73.6478,America/New_York,-5
7870,48.746,-122.486,America/Los_Angeles,-8
7872,40.9297,-84.7392,America/New_York,-5
7873,27.9072,-82.4231,America/New_York,-5
7887,40.9108,-96.6147,America/Chicago,-6
7897,32.3814,-86.5736,America/Chicago,-6
7900,30.2091,-97.6139,America/Chicago,-6
7902,32.4607,-94.4852,America/Chicago,-6
7903,37.2479,-93.1709,America/Chicago,-6
7909,40.7539,-73.9506,America/New_York,-5
7910,40.663,-74.0,America/New_York,-5
7912,40.787,-73.2933,America/New_York,-5
7913,40.7988,-73.9093,America/New_York,-5
7914,40.7989,-73.9147,America/New_York,-5
7915,40.7168,-73.9665,America/New_York,-5
7916,32.5892,-84.6917,America/New_York,-5
7917,33.407,-85.0387,America/New_York,-5
7925,43.7984,-94.8415,America/Chicago,-6
7928,38.5325,-94.9042,America/Chicago,-6
7929,38.7878,-94.985,America/Chicago,-6
7946,33.4082,-85.0399,America/New_York,-5
7947,47.5444,-95.1297,America/Chicago,-6
7948,38.8003,-86.4511,America/Indiana/Indianapolis,-5
7953,43.1794,-115.7328,America/Boise,-7
7960,32.7976,-88.6057,America/Chicago,-6
7962,39.2798,-75.6246,America/New_York,-5
7964,39.3531,-91.2295,America/Chicago,-6
7967,32.3494,-108.6975,America/Denver,-7
7972,42.167,-83.5318,America/Detroit,-5
7975,32.2363,-108.5494,America/Denver,-7
7981,35.1597,-81.4306,America/New_York,-5
7984,44.6889,-85.2019,America/Detroit,-5
7985,41.5563,-93.5283,America/Chicago,-6
7987,34.1775,-118.3147,America/Los_Angeles,-8
7988,31.6004,-89.9468,America/Chicago,-6
7989,31.9842,-89.4131,America/Chicago,-6
7991,43.0751,-89.4251,America/Chicago,-6
7999,46.9688,-123.48,America/Los_Angeles,-8
8000,40.3286,-96.8067,America/Chicago,-6
8002,43.0974,-70.7834,America/New_York,-5
8006,41.5711,-73.9739,America/New_York,-5
8007,40.8153,-73.0664,America/New_York,-5
8008,39.8139,-75.2508,America/New_York,-5
8012,40.08,-74.8917,America/New_York,-5
8016,39.8266,-89.6368,America/Chicago,-6
8023,43.4864,-89.4203,America/Chicago,-6
8025,44.4421,-93.565,America/Chicago,-6
8027,44.7855,-93.4315,America/Chicago,-6
8029,41.6722,-93.6769,America/Chicago,-6
8031,43.094,-93.2922,America/Chicago,-6
8037,39.6125,-97.2778,America/Chicago,-6
8042,36.2811,-80.0603,America/New_York,-5
8048,28.1844,-82.7887,America/New_York,-5
8049,28.2628,-81.5486,America/New_York,-5
8053,40.6188,-74.069,America/New_York,-5
8054,33.3503,-91.1181,America/Chicago,-6
8056,29.9994,-90.4758,America/Chicago,-6
8059,34.5431,-98.3244,America/Chicago,-6
8063,32.4033,-97.6986,America/Chicago,-6
8066,41.7378,-108.7875,America/Denver,-7
8068,33.3333,-111.751,America/Phoenix,-7
8069,39.3792,-111.0781,America/Denver,-7
8102,38.9347,-82.1158,America/New_York,-5
8219,38.6306,-104.7056,America/Denver,-7
8222,47.2217,-101.8139,America/North_Dakota/Beulah,-6
8223,34.3186,-109.1636,America/Phoenix,-7
8224,40.8831,-117.1542,America/Los_Angeles,-8
8226,40.5383,-79.7906,America/New_York,-5
8227,40.6815,-74.9207,America/New_York,-5
8906,40.7869,-73.9122,America/New_York,-5
